abejoti 6 ab-ej-o-ti abejoti; vksm. bendr.
svyrinėti 1 svyr-inė-ti svyrinėti; vksm. bendr.
svyruoti 2 svyr-uo-ti svyruoti; vksm. bendr.
šaipytis 1 šaip-y-ti-s šaipytis; vksm. bendr. sngr.
šalinti 8 šal-in-ti šalinti; vksm. bendr.
šantažuoti 1 šantaž-uo-ti šantažuoti; vksm. bendr.
šaudyti 4 šau-dy-ti šaudyti; vksm. bendr.
šaukti 4 šauk-ti šaukti; vksm. bendr.
šauktis 1 šauk-ti-s šauktis; vksm. bendr. sngr.
73
šauktis 1 šauk-ti-s šauktis; vksm. bendr. sngr.
šauti 2 šau-ti šauti; vksm. bendr.
šeimininkauti 1 šeim-inink-au-ti šeimininkauti; vksm. bendr.
šėlti 1 šėl-ti šėlti; vksm. bendr.
šerti 10 šer-ti šerti; vksm. bendr.
šienauti 5 šien-au-ti šienauti; vksm. bendr.
šifruoti 1 šifr-uo-ti šifruoti; vksm. bendr.
šildyti 2 šil-dy-ti šildyti; vksm. bendr.
šildytis 1 šil-dy-ti-s šildytis; vksm. bendr. sngr.
šypsotis 3 šyp-s-o-ti-s šypsotis; vksm. bendr. sngr.
šyptelėti 1 šyp-telė-ti šyptelėti; vksm. bendr.
šlapintis 5 šlap-in-ti-s šlapintis; vksm. bendr. sngr.
šliaužti 4 šliauž-ti šliaužti; vksm. bendr.
šlovinti 1 šlov-in-ti šlovinti; vksm. bendr.
šluostyt 1 šluo-sty-t šluostyti; vksm. bendr.
šluostyti 1 šluo-sty-ti šluostyti; vksm. bendr.
šluoti 1 šluo-ti šluoti; vksm. bendr.
šnabždėti 2 šnabžd-ė-ti šnabždėti; vksm. bendr.
šnekėt 16 šnek-ė-t šnekėti; vksm. bendr.
šnekėti 10 šnek-ė-ti šnekėti; vksm. bendr.
šnekėtis 2 šnek-ė-ti-s šnekėtis; vksm. bendr. sngr.
šnektelėti 1 šnek-telė-ti šnektelėti; vksm. bendr.
šnekučiuotis 1 šnek-uč-iuo-ti-s šnekučiuotis; vksm. bendr. sngr.
šnipinėti 1 šnip-inė-ti šnipinėti; vksm. bendr.
šnypšti 1 šnypš-ti šnypšti; vksm. bendr.
šnopuoti 1 šnop-uo-ti šnopuoti; vksm. bendr.
šokt 1 šok-t šokti; vksm. bendr.
šokti 7 šok-ti šokti; vksm. bendr.
šūkauti 1 šūk-au-ti šūkauti; vksm. bendr.
švaistyti 1 švaist-y-ti švaistyti; vksm. bendr.
švaistytis 3 švaist-y-ti-s švaistytis; vksm. bendr. sngr.
švęsti 1 švęs-ti švęsti; vksm. bendr.
šviest 3 švies-t šviesti; vksm. bendr.
švilpčioti 1 švilp-čio-ti švilpčioti; vksm. bendr.
švilpt 1 švilp-t švilpti; vksm. bendr.
švirkšti 1 švirkš-ti švirkšti; vksm. bendr.
švisti 1 švis-ti švisti; vksm. bendr.
taikyti 30 taik-y-ti taikyti; vksm. bendr.
taikytis 1 taik-y-ti-s taikytis; vksm. bendr. sngr.
taisyti 8 tais-y-ti taisyti; vksm. bendr.
talkinti 1 talk-in-ti talkinti; vksm. bendr.
tampyti 1 tamp-y-ti tampyti; vksm. bendr.
74
tapti 45 tap-ti tapti; vksm. bendr.
taryt 2 tar-y-t taryti; vksm. bendr.
tarnaut 1 tarn-au-t tarnauti; vksm. bendr.
tarnauti 9 tarn-au-ti tarnauti; vksm. bendr.
tarpti 3 tarp-ti tarpti; vksm. bendr.
tarti 5 tar-ti tarti; vksm. bendr.
tartis 6 tar-ti-s tartis; vksm. bendr. sngr.
tąsytis 1 tąs-y-ti-s tąsytis; vksm. bendr. sngr.
taupyti 7 taup-y-ti taupyti; vksm. bendr.
tausoti 5 taus-o-ti tausoti; vksm. bendr.
teigti 6 teig-ti teigti; vksm. bendr.
teirautis 1 teir-au-ti-s teirautis; vksm. bendr. sngr.
teisinti 1 teis-in-ti teisinti; vksm. bendr.
teisintis 1 teis-in-ti-s teisintis; vksm. bendr. sngr.
teisti 2 teis-ti teisti; vksm. bendr.
tekėti 6 tek-ė-ti tekėti; vksm. bendr.
tekti 6 tek-ti tekti; vksm. bendr.
tempt 1 temp-t tempti; vksm. bendr.
tempti 2 temp-ti tempti; vksm. bendr.
temt 1 tem-t temti; vksm. bendr.
tenkinti 11 tenk-in-ti tenkinti; vksm. bendr.
tenkintis 1 tenk-in-ti-s tenkintis; vksm. bendr. sngr.
tept 2 tep-t tepti; vksm. bendr.
terorizuot 1 teror-iz-uo-t terorizuoti; vksm. bendr.
teršti 2 terš-ti teršti; vksm. bendr.
tesėti 1 tes-ė-ti tesėti; vksm. bendr.
tęsti 11 tęs-ti tęsti; vksm. bendr.
tęstis 2 tęs-ti-s tęstis; vksm. bendr. sngr.
tiesti 2 ties-ti tiesti; vksm. bendr.
tikėt 1 tik-ė-t tikėti; vksm. bendr.
tikėti 11 tik-ė-ti tikėti; vksm. bendr.
tikėtis 26 tik-ė-ti-s tikėtis; vksm. bendr. sngr.
tikrinti 8 tikr-in-ti tikrinti; vksm. bendr.
tikrintis 6 tikr-in-ti-s tikrintis; vksm. bendr. sngr.
tikslinti 1 tiksl-in-ti tikslinti; vksm. bendr.
tikt 1 tik-t tikti; vksm. bendr.
tikti 2 tik-ti tikti; vksm. bendr.
tirpti 1 tirp-ti tirpti; vksm. bendr.
tirti 25 tir-ti tirti; vksm. bendr.
tirtis 1 tir-ti-s tirtis; vksm. bendr. sngr.
tylėti 4 tyl-ė-ti tylėti; vksm. bendr.
tyrinėt 1 tyr-inė-t tyrinėti; vksm. bendr.
75
tyrinėti 8 tyr-inė-ti tyrinėti; vksm. bendr.
tysoti 1 tys-o-ti tysoti; vksm. bendr.
tobulėti 7 tobul-ė-ti tobulėti; vksm. bendr.
tobulinti 14 tobul-in-ti tobulinti; vksm. bendr.
toleruoti 1 toler-uo-ti toleruoti; vksm. bendr.
traktuoti 8 trakt-uo-ti traktuoti; vksm. bendr.
tramdyti 1 tram-dy-ti tramdyti; vksm. bendr.
transcenduoti 1 transcend-uo-ti transcenduoti; vksm. bendr.
transformuoti 1 transform-uo-ti transformuoti; vksm. bendr.
transplantuoti 1 transplant-uo-ti transplantuoti; vksm. bendr.
transportuoti 2 transport-uo-ti transportuoti; vksm. bendr.
traukti 7 trauk-ti traukti; vksm. bendr.
trauktis 4 trauk-ti-s trauktis; vksm. bendr. sngr.
treniruotis 4 trenir-uo-ti-s treniruotis; vksm. bendr. sngr.
triaukšti 1 triaukš-ti triaukšti; vksm. bendr.
trimituoti 1 trimit-uo-ti trimituoti; vksm. bendr.
trint 1 trin-t trinti; vksm. bendr.
triukšmauti 1 triukšm-au-ti triukšmauti; vksm. bendr.
triumfuoti 1 triumf-uo-ti triumfuoti; vksm. bendr.
trokšti 1 trokš-ti trokšti; vksm. bendr.
trukdyti 5 truk-dy-ti trukdyti; vksm. bendr.
trukti 3 truk-ti trukti; vksm. bendr.
trūkti 2 trūk-ti trūkti; vksm. bendr.
trumpinti 1 trump-in-ti trumpinti; vksm. bendr.
tukti 1 tuk-ti tukti; vksm. bendr.
tupdyti 1 tup-dy-ti tupdyti; vksm. bendr.
tūpt 1 tūp-t tūpti; vksm. bendr.
tūpti 1 tūp-ti tūpti; vksm. bendr.
turėt 7 tur-ė-t turėti; vksm. bendr.
turėti 86 tur-ė-ti turėti; vksm. bendr.
turtinti 1 tur-t-in-ti turtinti; vksm. bendr.
tvarkyt 3 tvark-y-t tvarkyti; vksm. bendr.
tvarkyti 10 tvark-y-ti tvarkyti; vksm. bendr.
tverti 1 tver-ti tverti; vksm. bendr.
tvirkinti 1 tvirk-in-ti tvirkinti; vksm. bendr.
tvirtinti 11 tvirt-in-ti tvirtinti; vksm. bendr.
tvoti 1 tvo-ti tvoti; vksm. bendr.
ugdyti 2 ug-d-y-ti ugdyti; vksm. bendr.
ūkininkauti 7 ūk-inink-au-ti ūkininkauti; vksm. bendr.
unifikuoti 1 unifik-uo-ti unifikuoti; vksm. bendr.
uosti 1 uos-ti uosti; vksm. bendr.
užarti 1 už-ar-ti užarti; vksm. bendr.
76
užauginti 1 už-aug-in-ti užauginti; vksm. bendr.
užaugti 3 už-aug-ti užaugti; vksm. bendr.
užbaigti 9 už-baig-ti užbaigti; vksm. bendr.
užbintuoti 1 už-bint-uo-ti užbintuoti; vksm. bendr.
užblokuoti 2 už-blok-uo-ti užblokuoti; vksm. bendr.
užčiuopti 1 už-čiuop-ti užčiuopti; vksm. bendr.
uždaryt 1 už-dar-y-t uždaryti; vksm. bendr.
uždaryti 4 už-dar-y-ti uždaryti; vksm. bendr.
uždegti 1 už-deg-ti uždegti; vksm. bendr.
uždengti 1 už-deng-ti uždengti; vksm. bendr.
uždėt 1 už-dė-t uždėti; vksm. bendr.
uždėti 1 už-dė-ti uždėti; vksm. bendr.
uždirbt 1 už-dirb-t uždirbti; vksm. bendr.
uždirbti 3 už-dirb-ti uždirbti; vksm. bendr.
uždrausti 7 už-draus-ti uždrausti; vksm. bendr.
užduoti 1 už-duo-ti užduoti; vksm. bendr.
užeit 2 už-ei-t užeiti; vksm. bendr.
užeiti 6 už-ei-ti užeiti; vksm. bendr.
užfiksuoti 3 už-fiks-uo-ti užfiksuoti; vksm. bendr.
užgauti 1 už-gau-ti užgauti; vksm. bendr.
užgesinti 3 už-ges-in-ti užgesinti; vksm. bendr.
užgyti 2 už-gy-ti užgyti; vksm. bendr.
užgyventi 1 už-gy-v-en-ti užgyventi; vksm. bendr.
užgniaužti 1 už-gniauž-ti užgniaužti; vksm. bendr.
užgožti 2 už-gož-ti užgožti; vksm. bendr.
užgrūdinti 1 už-grūd-in-ti užgrūdinti; vksm. bendr.
užhipnotizuot 1 už-hipnot-iz-uo-t užhipnotizuoti; vksm. bendr.
užimti 13 už-im-ti užimti; vksm. bendr.
užkabinti 1 už-kab-in-ti užkabinti; vksm. bendr.
užkandžiauti 1 už-kandž-iau-ti užkandžiauti; vksm. bendr.
užkasti 1 už-kas-ti užkasti; vksm. bendr.
užkietėti 1 už-kiet-ė-ti užkietėti; vksm. bendr.
užkimšti 3 už-kimš-ti užkimšti; vksm. bendr.
užkirsti 11 už-kirs-ti užkirsti; vksm. bendr.
užkirsti 2 už-kirs-ti užkirsti; vksm. bendr.
užkišt 1 už-kiš-t užkišti; vksm. bendr.
užkliūti 1 už-kliū-ti užkliūti; vksm. bendr.
užkrėsti 2 už-krės-ti užkrėsti; vksm. bendr.
užkurt 1 už-kur-t užkurti; vksm. bendr.
užleisti 2 už-leis-ti užleisti; vksm. bendr.
užlieti 1 už-lie-ti užlieti; vksm. bendr.
užlipti 3 už-lip-ti užlipti; vksm. bendr.
77
užmauti 2 už-mau-ti užmauti; vksm. bendr.
užmegzt 1 už-megz-t užmegzti; vksm. bendr.
užmegzti 13 už-megz-ti užmegzti; vksm. bendr.
užmerkti 1 už-merk-ti užmerkti; vksm. bendr.
užmesti 1 už-mes-ti užmesti; vksm. bendr.
užmigti 3 už-mig-ti užmigti; vksm. bendr.
užminti 1 už-min-ti užminti; vksm. bendr.
užmiršt 1 už-mirš-t užmiršti; vksm. bendr.
užmiršti 7 už-mirš-ti užmiršti; vksm. bendr.
užmušti 2 už-muš-ti užmušti; vksm. bendr.
užpildyt 1 už-pild-y-t užpildyti; vksm. bendr.
užpildyti 7 už-pild-y-ti užpildyti; vksm. bendr.
užplombuoti 3 už-plomb-uo-ti užplombuoti; vksm. bendr.
užprogramuoti 1 už-program-uo-ti užprogramuoti; vksm. bendr.
užpulti 4 už-pul-ti užpulti; vksm. bendr.
užrašinėti 1 už-raš-inė-ti užrašinėti; vksm. bendr.
užrašyt 1 už-raš-y-t užrašyti; vksm. bendr.
užrašyti 19 už-raš-y-ti užrašyti; vksm. bendr.
užraukti 1 už-rauk-ti užraukti; vksm. bendr.
užregistruoti 2 už-registr-uo-ti užregistruoti; vksm. bendr.
užsakyti 1 už-sak-y-ti užsakyti; vksm. bendr.
užsiauginti 2 už-si-aug-in-ti užsiauginti; vksm. bendr. sngr.
užsiblokuoti 1 už-si-blok-uo-ti užsiblokuoti; vksm. bendr. sngr.
užsičiaupti 1 už-si-čiaup-ti užsičiaupti; vksm. bendr. sngr.
užsidaryti 2 už-si-dar-y-ti užsidaryti; vksm. bendr. sngr.
užsidėti 1 už-si-dė-ti užsidėti; vksm. bendr. sngr.
užsidirbinėti 1 už-si-dirb-inė-ti užsidirbinėti; vksm. bendr. sngr.
užsidirbt 2 už-si-dirb-t užsidirbti; vksm. bendr. sngr.
užsidirbti 4 už-si-dirb-ti užsidirbti; vksm. bendr. sngr.
užsigeisti 1 už-si-geis-ti užsigeisti; vksm. bendr. sngr.
užsiimti 5 už-si-im-ti užsiimti; vksm. bendr. sngr.
užsikimšti 1 už-si-kimš-ti užsikimšti; vksm. bendr. sngr.
užsimerkt 3 už-si-merk-t užsimerkti; vksm. bendr. sngr.
užsiminti 2 už-si-min-ti užsiminti; vksm. bendr. sngr.
užsimiršti 1 už-si-mirš-ti užsimiršti; vksm. bendr. sngr.
užsimušti 1 už-si-muš-ti užsimušti; vksm. bendr. sngr.
užsipulti 1 už-si-pul-ti užsipulti; vksm. bendr. sngr.
užsirašyt 1 už-si-raš-y-t užsirašyti; vksm. bendr. sngr.
užsirašyti 1 už-si-raš-y-ti užsirašyti; vksm. bendr. sngr.
užsisakyti 3 už-si-sak-y-ti užsisakyti; vksm. bendr. sngr.
užsisklęsti 1 už-si-sklęs-ti užsisklęsti; vksm. bendr. sngr.
užsitęsti 1 už-si-tęs-ti užsitęsti; vksm. bendr. sngr.
78
užsitikrinti 1 už-si-tikr-in-ti užsitikrinti; vksm. bendr. sngr.
užsitraukti 1 už-si-trauk-ti užsitraukti; vksm. bendr. sngr.
užsitrenkti 1 už-si-trenk-ti užsitrenkti; vksm. bendr. sngr.
užsivilkti 1 už-si-vilk-ti užsivilkti; vksm. bendr. sngr.
užspęsti 1 už-spęs-ti užspęsti; vksm. bendr.
užstoti 1 už-sto-ti užstoti; vksm. bendr.
užsukti 4 už-suk-ti užsukti; vksm. bendr.
užšalti 1 už-šal-ti užšalti; vksm. bendr.
užtaisyti 2 už-tais-y-ti užtaisyti; vksm. bendr.
užtarti 1 už-tar-ti užtarti; vksm. bendr.
užtikrinti 27 už-tikr-in-ti užtikrinti; vksm. bendr.
užtikti 1 už-tik-ti užtikti; vksm. bendr.
užtvindyti 1 už-tvin-dy-ti užtvindyti; vksm. bendr.
užuosti 1 už-uos-ti užuosti; vksm. bendr.
užvalgyti 1 už-valg-y-ti užvalgyti; vksm. bendr.
užvedinėt 1 už-ved-inė-t užvedinėti; vksm. bendr.
užverbuoti 1 už-verb-uo-ti užverbuoti; vksm. bendr.
užversti 2 už-vers-ti užversti; vksm. bendr.
užverti 2 už-ver-ti užverti; vksm. bendr.
užveržti 1 už-verž-ti užveržti; vksm. bendr.
užželti 1 už-žel-ti užželti; vksm. bendr.
vadinti 12 vad-in-ti vadinti; vksm. bendr.
vadovauti 2 vad-ov-au-ti vadovauti; vksm. bendr.
vadovautis 9 vad-ov-au-ti-s vadovautis; vksm. bendr. sngr.
vaduoti 2 vad-uo-ti vaduoti; vksm. bendr.
vaduotis 1 vad-uo-ti-s vaduotis; vksm. bendr. sngr.
vaidentis 2 vaid-en-ti-s vaidentis; vksm. bendr. sngr.
vaidint 1 vaid-in-t vaidinti; vksm. bendr.
vaidinti 1 vaid-in-ti vaidinti; vksm. bendr.
vaikščiot 1 vaikšč-io-t vaikščioti; vksm. bendr.
vaikščioti 10 vaikšč-io-ti vaikščioti; vksm. bendr.
vaikštinėti 1 vaikšt-inė-ti vaikštinėti; vksm. bendr.
vaišinti 2 vaiš-in-ti vaišinti; vksm. bendr.
vaitoti 1 vait-o-ti vaitoti; vksm. bendr.
vaizduoti 2 vaizd-uo-ti vaizduoti; vksm. bendr.
vaizduotis 1 vaizd-uo-ti-s vaizduotis; vksm. bendr. sngr.
vakarieniauti 1 vakar-ien-iau-ti vakarieniauti; vksm. bendr.
valdyt 1 vald-y-t valdyti; vksm. bendr.
valdyti 14 vald-y-ti valdyti; vksm. bendr.
valgyt 12 valg-y-t valgyti; vksm. bendr.
valgyti 27 valg-y-ti valgyti; vksm. bendr.
valyt 1 val-y-t valyti; vksm. bendr.
79
valyti 3 val-y-ti valyti; vksm. bendr.
vandalizuoti 1 vandal-iz-uo-ti vandalizuoti; vksm. bendr.
vardyti 1 vard-y-ti vardyti; vksm. bendr.
varginti 1 varg-in-ti varginti; vksm. bendr.
vargt 1 varg-t vargti; vksm. bendr.
vargti 2 varg-ti vargti; vksm. bendr.
varyti 1 var-y-ti varyti; vksm. bendr.
varstyti 1 var-sty-ti varstyti; vksm. bendr.
vartyt 2 vart-y-t vartyti; vksm. bendr.
vartyti 2 vart-y-ti vartyti; vksm. bendr.
vartoti 40 vart-o-ti vartoti; vksm. bendr.
varžyti 1 varž-y-ti varžyti; vksm. bendr.
varžytis 1 varž-y-ti-s varžytis; vksm. bendr. sngr.
važiuot 20 važ-iuo-t važiuoti; vksm. bendr.
važiuoti 26 važ-iuo-ti važiuoti; vksm. bendr.
veikt 5 veik-t veikti; vksm. bendr.
veikti 42 veik-ti veikti; vksm. bendr.
veisti 1 veis-ti veisti; vksm. bendr.
veistis 1 veis-ti-s veistis; vksm. bendr. sngr.
vėluoti 2 vėl-uo-ti vėluoti; vksm. bendr.
vemti 2 vem-ti vemti; vksm. bendr.
vengti 14 veng-ti vengti; vksm. bendr.
verbuoti 5 verb-uo-ti verbuoti; vksm. bendr.
verkti 3 verk-ti verkti; vksm. bendr.
versti 1 vers-ti versti; vksm. bendr.
verstis 6 vers-ti-s verstis; vksm. bendr. sngr.
vertint 2 vert-in-t vertinti; vksm. bendr.
vertinti 23 vert-in-ti vertinti; vksm. bendr.
veržti 1 verž-ti veržti; vksm. bendr.
veržtis 2 verž-ti-s veržtis; vksm. bendr. sngr.
vesti 10 ves-ti vesti; vksm. bendr.
vestis 1 ves-ti-s vestis; vksm. bendr. sngr.
vežti 4 vež-ti vežti; vksm. bendr.
viduriuoti 4 vid-ur-iuo-ti viduriuoti; vksm. bendr.
vienyti 1 vien-y-ti vienyti; vksm. bendr.
viešpatauti 3 vieš-pat-au-ti viešpatauti; vksm. bendr.
vikarauti 1 vikar-au-ti vikarauti; vksm. bendr.
vilioti 2 vil-io-ti vilioti; vksm. bendr.
vilktis 1 vilk-ti-s vilktis; vksm. bendr. sngr.
virinti 4 vir-in-ti virinti; vksm. bendr.
virpėt 1 virp-ė-t virpėti; vksm. bendr.
virsti 9 virs-ti virsti; vksm. bendr.
80
viršyti 4 virš-y-ti viršyti; vksm. bendr.
virti 4 vir-ti virti; vksm. bendr.
vykdyti 48 vyk-dy-ti vykdyti; vksm. bendr.
vykt 1 vyk-t vykti; vksm. bendr.
vykti 19 vyk-ti vykti; vksm. bendr.
vyrauti 1 vyr-au-ti vyrauti; vksm. bendr.
vystyti 6 vy-sty-ti vystyti; vksm. bendr.
vystytis 6 vy-sty-ti-s vystytis; vksm. bendr. sngr.
vyt 2 vy-t vyti; vksm. bendr.
vyti 2 vy-ti vyti; vksm. bendr.
vogt 1 vog-t vogti; vksm. bendr.
zonduoti 1 zond-uo-ti zonduoti; vksm. bendr.
žadinti 1 žad-in-ti žadinti; vksm. bendr.
žaginti 1 žag-in-ti žaginti; vksm. bendr.
žaist 4 žais-t žaisti; vksm. bendr.
žaisti 19 žais-ti žaisti; vksm. bendr.
žeminti 1 žem-in-ti žeminti; vksm. bendr.
žengti 7 ženg-ti žengti; vksm. bendr.
žiemoti 2 žiem-o-ti žiemoti; vksm. bendr.
žilti 1 žil-ti žilti; vksm. bendr.
žingsniuoti 2 žing-sn-iuo-ti žingsniuoti; vksm. bendr.
žinot 2 žin-o-t žinoti; vksm. bendr.
žinoti 57 žin-o-ti žinoti; vksm. bendr.
žiopsot 1 žiops-o-t žiopsoti; vksm. bendr.
žįsti 1 žįs-ti žįsti; vksm. bendr.
žiūrėt 7 žiūr-ė-t žiūrėti; vksm. bendr.
žiūrėti 44 žiūr-ė-ti žiūrėti; vksm. bendr.
žydėti 2 žyd-ė-ti žydėti; vksm. bendr.
žygiuoti 1 žyg-iuo-ti žygiuoti; vksm. bendr.
žymėti 3 žym-ė-ti žymėti; vksm. bendr.
žlugti 1 žlug-ti žlugti; vksm. bendr.
žudyti 4 žu-dy-ti žudyti; vksm. bendr.
žūti 4 žū-ti žūti; vksm. bendr.
žvejoti 1 žvej-o-ti žvejoti; vksm. bendr.
žvelgti 3 žvelg-ti žvelgti; vksm. bendr.
žvyginti 1 žvyg-in-ti žvyginti; vksm. bendr.
81
Asmenuojamosios formos
abejočiau 1 ab-ej-o-č-iau abejoti; vksm. tar. n. 1 asm. vnsk.
abejoja 7 ab-ej-oj-a abejoti; vksm. es. l. 3 asm.
abejojame 1 ab-ej-oj-ame abejoti; vksm. es. l. 1 asm. dgsk.
abejojau 2 ab-ej-oj-au abejoti; vksm. būt. k. l. 1 asm. vnsk.
abejoji 1 ab-ej-oj-i abejoti; vksm. es. l. 2 asm. vnsk.
abejoju 5 ab-ej-oj-u abejoti; vksm. es. l. 1 asm. vnsk.
agituoja 1 agit-uoj-a agituoti; vksm. es. l. 3 asm.
aidėdavo 1 aid-ė-dav-o aidėti; vksm. būt. d. l. 3 asm.
aidi 4 aid-i aidėti; vksm. es. l. 2 asm. vnsk.; vksm. es. l. 3 asm.
aikčiojo 1 aik-čioj-o aikčioti; vksm. būt. k. l. 3 asm.
aiktelėjo 3 aik-telėj-o aiktelėti; vksm. būt. k. l. 3 asm.
aimanuoja 1 aiman-uoj-a aimanuoti; vksm. es. l. 3 asm.
aiškėja 2 aišk-ėj-a aiškėti; vksm. es. l. 3 asm.
aiškėjo 1 aišk-ėj-o aiškėti; vksm. būt. k. l. 3 asm.
aiškina 22 aišk-in-a aiškinti; vksm. es. l. 3 asm.
aiškiname 2 aišk-in-ame aiškinti; vksm. es. l. 1 asm. dgsk.
aiškinasi 3 aišk-in-a-si aiškintis; vksm. es. l. 3 asm. sngr.
aiškinat 1 aišk-in-at aiškinti; vksm. es. l. 2 asm. dgsk.
aiškink 4 aišk-in-k aiškinti; vksm. liep. n. 2 asm. vnsk.
aiškinkitės 1 aišk-in-k-itė-s aiškintis; vksm. liep. n. 2 asm. dgsk. sngr.
aiškino 16 aišk-in-o aiškinti; vksm. būt. k. l. 3 asm.
aiškins 1 aišk-in-s aiškinti; vksm. būs. l. 3 asm.
aiškintų 1 aišk-in-t-ų aiškinti; vksm. tar. n. 3 asm.
aiškinu 1 aišk-in-u aiškinti; vksm. es. l. 1 asm. vnsk.
akau 1 ak-au akti; vksm. būt. k. l. 1 asm. vnsk.
akcentavo 1 akcent-av-o akcentuoti; vksm. būt. k. l. 3 asm.
akcentuodavo 1 akcent-uo-dav-o akcentuoti; vksm. būt. d. l. 3 asm.
akcentuoja 6 akcent-uoj-a akcentuoti; vksm. es. l. 3 asm.
akompanavo 1 akompan-av-o akompanuoti; vksm. būt. k. l. 3 asm.
akreditavo 1 akredit-av-o akredituoti; vksm. būt. k. l. 3 asm.
aktyvina 1 aktyv-in-a aktyvinti; vksm. es. l. 3 asm.
aktualizavo 1 aktual-iz-av-o aktualizuoti; vksm. būt. k. l. 3 asm.
alergizuoja 2 alerg-iz-uoj-a alergizuoti; vksm. es. l. 3 asm.
alpinėja 1 alp-inėj-a alpinėti; vksm. es. l. 3 asm.
alpsta 2 alpst-a alpti; vksm. es. l. 3 asm.
alsta 1 alst-a alsti; vksm. es. l. 3 asm. sngr.
alsuoja 2 als-uoj-a alsuoti; vksm. es. l. 3 asm.
alsuotų 1 als-uo-t-ų alsuoti; vksm. tar. n. 3 asm.
amteli 3 am-tel-i amtelėti; vksm. es. l. 2 asm. vnsk.; vksm. es. l. 3 asm.
amteltų 1 am-tel-t-ų amtelėti; vksm. tar. n. 3 asm.
82
analizuoja 5 analiz-uoj-a analizuoti; vksm. es. l. 3 asm.
analizuojame 1 analiz-uoj-ame analizuoti; vksm. es. l. 1 asm. dgsk.
apaugo 1 ap-aug-o apaugti; vksm. būt. k. l. 3 asm.
apčiupinėjo 2 ap-čiup-inėj-o apčiupinėti; vksm. būt. k. l. 3 asm.
apdegė 1 ap-deg-ė apdegti; vksm. būt. k. l. 3 asm.
apdeginot 1 ap-deg-in-ot apdeginti; vksm. būt. k. l. 2 asm. dgsk.
apdėjo 1 ap-dėj-o apdėti; vksm. būt. k. l. 3 asm.
apdengdavau 1 ap-deng-dav-au apdengti; vksm. būt. d. l. 1 asm. vnsk.
apdorodavo 1 ap-dor-o-dav-o apdoroti; vksm. būt. d. l. 3 asm.
apdoroja 4 ap-dor-oj-a apdoroti; vksm. es. l. 3 asm.
apdovanojo 3 ap-dov-an-oj-o apdovanoti; vksm. būt. k. l. 3 asm.
apdraudė 1 ap-draud-ė apdrausti; vksm. būt. k. l. 3 asm.
apdrungo 1 ap-drung-o apdrungti; vksm. būt. k. l. 3 asm.
apdžius 1 ap-džiu-s apdžiūti; vksm. būs. l. 3 asm.
apeitų 1 ap-ei-t-ų apeiti; vksm. tar. n. 3 asm.
apėjo 1 ap-ėj-o apeiti; vksm. būt. k. l. 3 asm.
apėjom 1 ap-ėj-om apeiti; vksm. būt. k. l. 1 asm. dgsk.
apėmė 11 ap-ėm-ė apimti; vksm. būt. k. l. 3 asm.
apgailėjo 1 ap-gail-ėj-o apgailėti; vksm. būt. k. l. 3 asm.
apgailestauju 1 ap-gail-est-auj-u apgailestauti; vksm. es. l. 1 asm. vnsk.
apgailestavo 3 ap-gail-est-av-o apgailestauti; vksm. būt. k. l. 3 asm.
apgarbstė 1 ap-garb-st-ė apgarbstyti; vksm. būt. k. l. 3 asm.
apgaubia 1 ap-gaub-ia apgaubti; vksm. es. l. 3 asm.
apgaudinėja 1 ap-gaud-inėj-a apgaudinėti; vksm. es. l. 3 asm.
apgaudinėjau 1 ap-gau-dinėj-au apgaudinėti; vksm. būt. k. l. 1 asm. vnsk.
apgaudinėjo 1 ap-gau-dinėj-o apgaudinėti; vksm. būt. k. l. 3 asm.
apgaudinėju 3 ap-gau-dinėj-u apgaudinėti; vksm. es. l. 1 asm. vnsk.
apgautų 1 ap-gau-t-ų apgauti; vksm. tar. n. 3 asm.
apgavo 1 ap-gav-o apgauti; vksm. būt. k. l. 3 asm.
apgins 2 ap-gin-s apginti; vksm. būs. l. 3 asm.
apgynė 2 ap-gyn-ė apginti; vksm. būt. k. l. 3 asm.
apgyvendino 2 ap-gy-v-en-din-o apgyvendinti; vksm. būt. k. l. 3 asm.
apglėbė 2 ap-glėb-ė apglėbti; vksm. būt. k. l. 3 asm.
apglėbtum 1 ap-glėb-t-um apglėbti; vksm. tar. n. 2 asm. vnsk.
apgraibo 1 ap-graib-o apgraibyti; vksm. es. l. 3 asm.
apgulė 1 ap-gul-ė apgulti; vksm. būt. k. l. 3 asm.
apibara 2 api-bar-a apibarti; vksm. es. l. 3 asm.
apibarstyk 1 api-bar-sty-k apibarstyti; vksm. liep. n. 2 asm. vnsk.
apibėga 2 api-bėg-a apibėgti; vksm. es. l. 3 asm.
apibėrė 1 api-bėr-ė apiberti; vksm. būt. k. l. 3 asm.
apibers 1 api-ber-s apiberti; vksm. būs. l. 3 asm.
apibluko 1 api-bluk-o apiblukti; vksm. būt. k. l. 3 asm.
83
apibrėžė 1 api-brėž-ė apibrėžti; vksm. būt. k. l. 3 asm.
apibrėžia 3 api-brėž-ia apibrėžti; vksm. es. l. 3 asm.
apibrėžiame 1 api-brėž-iame apibrėžti; vksm. es. l. 1 asm. dgsk.
apibūdina 2 api-bū-d-in-a apibūdinti; vksm. es. l. 3 asm.
apibūdino 8 api-bū-d-in-o apibūdinti; vksm. būt. k. l. 3 asm.
